"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3"
"BARHL2","0.000742627989077657","0.128360391650577","0.0272727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"C6orf222","0.000372456499137409","0.128360391650577","0.0204545454545455","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"C7orf71","0.00012453300124533","0.128360391650577","0.0136363636363636","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"CHMP4B","0.000742627989077657","0.128360391650577","0.0272727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CHRNB2","0.00012453300124533","0.128360391650577","0.0136363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CSF2RB","0.000742627989077657","0.128360391650577","0.0272727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"FAM104A","0.000466141876221052","0.128360391650577","0.0818181818181818","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"MYBL1","0.000466141876221052","0.128360391650577","0.0818181818181818","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"NPEPL1","0.000742627989077657","0.128360391650577","0.0272727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NR1H3","0.000372456499137409","0.128360391650577","0.0204545454545455","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"NRD1","0.000742627989077657","0.128360391650577","0.0272727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SCML2","0.00025991979617718","0.128360391650577","0.0681818181818182","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"ZPLD1","0.000742627989077657","0.128360391650577","0.0272727272727273","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"INSIG2","0.00101168782204348","0.132027831412021","0.104545454545455","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"ITFG3","0.00123390496646749","0.132027831412021","0.0340909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"JARID2","0.000879728540907377","0.132027831412021","0.1","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"PI4KA","0.00123390496646749","0.132027831412021","0.0340909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PTGES3","0.00123390496646749","0.132027831412021","0.0340909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RPS6KA5","0.00101168782204348","0.132027831412021","0.104545454545455","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"SPTY2D1","0.00101168782204348","0.132027831412021","0.104545454545455","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"WDR20","0.00123390496646749","0.132027831412021","0.0340909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SMAD5","0.00131388028836816","0.134194954907421","0.113636363636364","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"ABCD3","0.00184514492670833","0.137773487038286","0.0409090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CEP55","0.00184514492670833","0.137773487038286","0.0409090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ETV1","0.00256777908531082","0.137773487038286","0.140909090909091","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"ETV3","0.0020873559016075","0.137773487038286","0.131818181818182","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"FAM43A","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FAM83D","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"FUT9","0.00256777908531082","0.137773487038286","0.140909090909091","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"PPP6R1","0.00184514492670833","0.137773487038286","0.0409090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PRR5L","0.00184514492670833","0.137773487038286","0.0409090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RAB34","0.00184514492670833","0.137773487038286","0.0409090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RICTOR","0.00187142253247569","0.137773487038286","0.127272727272727","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"SGCB","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SLC25A44","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SMURF2","0.00256777908531082","0.137773487038286","0.140909090909091","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"SOCS1","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"TFDP2","0.00167091297542472","0.137773487038286","0.122727272727273","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"TMEM63B","0.00184514492670833","0.137773487038286","0.0409090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"UBAP2L","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"USP33","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZNF804A","0.0025752053652016","0.137773487038286","0.0477272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ABCB7","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ARFIP1","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ATG4D","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"B4GALT2","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"BAG5","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"C8orf4","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"EOGT","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"G2E3","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"GPR137B","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"GTF2H1","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"LDLR","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MDFIC","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MTMR10","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NCKIPSD","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NUP43","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"PATL1","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PIK3CA","0.003116752544929","0.144971736452416","0.15","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"S1PR1","0.00373884629885635","0.144971736452416","0.159090909090909","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"SEC61A2","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"SMS","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"SNPH","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TGFBRAP1","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TNFRSF1B","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"UCP3","0.00438721765855108","0.144971736452416","0.0613636363636364","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"WNT1","0.0034229437773487","0.144971736452416","0.0545454545454545","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZBTB18","0.0028334114044809","0.144971736452416","0.145454545454545","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"C9orf69","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"CCNA2","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CS","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"F3","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FXR1","0.00522067476321592","0.146239160487621","0.177272727272727","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"GRIN2A","0.00481908439681469","0.146239160487621","0.172727272727273","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"HECW2","0.00522067476321592","0.146239160487621","0.177272727272727","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"IL6ST","0.00522067476321592","0.146239160487621","0.177272727272727","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"LRP2","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MARK2","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"PHAX","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SLC35E2B","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"SNX17","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TBC1D8","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TRIM23","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"VAV2","0.00546688450421013","0.146239160487621","0.0681818181818182","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DCP2","0.00564397271699019","0.147465194128802","0.181818181818182","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"PTPRD","0.00564397271699019","0.147465194128802","0.181818181818182","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"BRWD3","0.00655797639585499","0.149668216664572","0.190909090909091","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"C5orf30","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DCUN1D3","0.00655797639585499","0.149668216664572","0.190909090909091","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"EMX2","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ITGA11","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"KIAA1468","0.00608954951043678","0.149668216664572","0.186363636363636","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"MLLT10","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MPPED2","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PLAA","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PRKAA1","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SPIRE1","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TRAK2","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"USP48","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"VSIG10","0.00666080180972728","0.149668216664572","0.075","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"AC135178.1","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"ACTL7A","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"ACVR1","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"ADAMTS18","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"AKAP1","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ALPK2","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"ARAP2","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ASIC4","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"BMP3","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"BZRAP1","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"C11orf96","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"C22orf31","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"C7orf60","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"C9orf78","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"CA13","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"CAB39","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"CAST","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CBLB","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CD99L2","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"CHST1","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"COQ6","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"CPEB4","0.00988037976852857","0.150193654529459","0.218181818181818","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"CUL5","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DENND4C","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DET1","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"DHRS3","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"DNAI1","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"DNAJB7","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"DNAJC16","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"DOCK6","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"DUSP7","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"ENTPD5","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"EPS15","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ERBB3","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"FAM177B","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"FAM21A","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"FAM21B","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"FAM21C","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"FAM21D","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"FGF6","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"FLJ00418","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"FOXD4","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"FOXD4L1","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"FOXD4L2","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"GATAD2B","0.00704982462554412","0.150193654529459","0.195454545454545","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"GATSL3","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"GNB1L","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"GPR116","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"HBP1","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"HERC4","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"HLA-DQB1","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"HLA-DQB2","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"INPP5D","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"KIAA1217","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"KIF3A","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"LIMD2","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"LRCH1","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"LRRC8B","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"MAFB","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"MGP","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"MIER1","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"MOCOS","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"MSI2","0.00756566545180345","0.150193654529459","0.2","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"NAT14","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"NRARP","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"NUP54","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"OLFML3","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"PDE5A","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PDSS2","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"PHF17","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"PICALM","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"PLA2G10","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"POU3F2","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PPFIA2","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"PPP4R4","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"PTCD3","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"PTPN14","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RAB14","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RAPH1","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"RGS21","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"RLIM","0.00756566545180345","0.150193654529459","0.2","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"RNF123","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"RXRA","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SBF2","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SECISBP2L","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SESN3","0.0141693420316017","0.150193654529459","0.245454545454545","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"SH3PXD2A","0.00988037976852857","0.150193654529459","0.218181818181818","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"SIRT5","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"SKIDA1","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SKIV2L2","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"SLC25A6","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"SLC2A1","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SMTNL1","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"SOCS3","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SOGA2","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SOS2","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"SPATA12","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"SPIN1","0.0125561255384053","0.150193654529459","0.102272727272727","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"SPOCK1","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"SULF1","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TAF4","0.0109166314394416","0.150193654529459","0.0954545454545454","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TBR1","0.00796782707050396","0.150193654529459","0.0818181818181818","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"TGM5","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-19b-3p","",""
"TMEM202","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"TSPAN18","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"TSSK1B","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"TTC38","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"UQCR11","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-155-5p","",""
"WBP1L","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"ZDHHC2","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZDHHC23","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZDHHC7","0.00938681778194157","0.150193654529459","0.0886363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZNF217","0.0143041575742342","0.150193654529459","0.109090909090909","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"ZNF821","0.0136363636363636","0.150193654529459","0.0136363636363636","1","hsa-miR-148a-3p","",""
"C16orf70","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"C5orf24","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CNR1","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"EPAS1","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"KPNA4","0.0158351137363328","0.162827747040875","0.254545454545455","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"NPTN","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"RORA","0.0158351137363328","0.162827747040875","0.254545454545455","3","hsa-miR-148a-3p","hsa-miR-155-5p","hsa-miR-19b-3p"
"S100PBP","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"USP8","0.0161595850423298","0.162827747040875","0.115909090909091","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"B4GALT5","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"CASZ1","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"KANSL1","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-148a-3p","hsa-miR-155-5p",""
"KDM2B","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"KIT","0.0181212654380934","0.174010612988871","0.122727272727273","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
