"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3"
"VGLL3","0.249717230111851","0.332217061019141","0.272727272727273","1","hsa-miR-19b-3p","",""
"VGLL4","0.249717230111851","0.332217061019141","0.272727272727273","1","hsa-miR-19b-3p","",""
"WDFY3","0.249717230111851","0.332217061019141","0.272727272727273","1","hsa-miR-19b-3p","",""
"ZBTB38","0.249717230111851","0.332217061019141","0.272727272727273","1","hsa-miR-155-5p","",""
"ADD3","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"ADNP","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"ANKIB1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"ARL5B","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"ATP2B4","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"ATP8A1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"BCAT1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"C21orf91","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"CACNB4","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"CDC42BPA","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"CEP350","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"CNIH1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"CNIH4","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"DAG1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"DSEL","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"DSTYK","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"DTNA","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"DUSP16","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"EIF4G2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"EIF5B","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"EYA3","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"FAM73A","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"FEM1C","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"FGF9","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"FOXO3","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"GAREM","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"GFPT1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"GHR","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"GIGYF1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"GLCCI1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"HIVEP2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"HMGA2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"IGF2R","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"IGSF3","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"INSIG1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"IPO5","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"IRF2BP2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"KCNC2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"KDM5B","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"KLF10","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"MBOAT2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"MGAT4A","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"MIB1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"N4BP1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"NACC1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"NAP1L1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"NRP1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"NUAK1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"NUS1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"ONECUT1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"PDE4A","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"PRKACB","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"PSEN1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"REST","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"RPS6KB1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"RSRC2","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"SALL1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-155-5p","",""
"SIX4","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"SNIP1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"SNN","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"SNRK","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"TBPL1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"TFCP2L1","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"TFRC","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"THSD7A","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"TRABD2B","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"UBA6","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-148a-3p","",""
"UNC13A","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"YIPF6","0.260971471660173","0.333562512412064","0.286363636363636","1","hsa-miR-19b-3p","",""
"ABHD2","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"AC068987.1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"AGO1","0.268431455436608","0.33949862521045","0.511363636363636","2","hsa-miR-148a-3p","hsa-miR-19b-3p",""
"AMER1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"C10orf12","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"CACNA2D1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"CYLD","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"DLG2","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"DNAJB4","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"FAM126A","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"FAM204A","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"HDAC4","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"KCNA1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"KIAA0087","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"KIAA1462","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"KIF1B","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"LIF","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"LRP1B","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"MAGI2","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"MAPK8","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"MFAP3L","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"NDNF","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"NFIB","0.268431455436608","0.33949862521045","0.511363636363636","2","hsa-miR-155-5p","hsa-miR-19b-3p",""
"NPTX1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"NRAS","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"NUP37","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"OXSR1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"PCDH7","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"PHF12","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"PKNOX1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"RDX","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"REEP1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"SHH","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"SLC25A12","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"SLC7A11","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"ST8SIA3","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-148a-3p","",""
"TMEM64","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"TTC9","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"UBR1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"VAV3","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"VCPIP1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"XRN1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-155-5p","",""
"YTHDC1","0.272112605253236","0.33949862521045","0.3","1","hsa-miR-19b-3p","",""
"APPL1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"CERS6","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"CLVS2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"DCP1A","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"DMXL1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"DOK6","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-155-5p","",""
"E2F7","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"EEA1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"FBXO32","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"FOXK2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"ITSN1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"KDM3A","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-155-5p","",""
"KIAA0355","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"LIN28A","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"MAF","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"MBD2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"MBTD1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-155-5p","",""
"NBEA","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"NKRF","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"PHACTR2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"RAB4A","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"RAB5B","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"RMND5A","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"ST8SIA2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-155-5p","",""
"STK38L","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"SUGT1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"TGIF2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"TMEM110","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"TSC1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"USP9X","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-155-5p","",""
"VANGL1","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-19b-3p","",""
"VASH2","0.283141202143339","0.347091260892571","0.313636363636364","1","hsa-miR-148a-3p","",""
"AC012215.1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"C18orf25","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"C8orf44-SGK3","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"CBX6","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"CD47","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"FBN1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"FGF7","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"FMNL3","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"FNDC3A","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"GPR137C","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"GPR180","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"HEG1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"JAZF1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"JMJD1C","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"KIAA1244","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"LMTK2","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"MYO10","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"NRK","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"PDIK1L","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"PVRL1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"ROR1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"SERTAD2","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"SGK3","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"SIRT1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"SKI","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-155-5p","",""
"SKP1","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"SLC30A7","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"SNX18","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"TBC1D12","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"WAC","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"WAPAL","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-148a-3p","",""
"WDFY2","0.29405783358278","0.354288446145044","0.327272727272727","1","hsa-miR-19b-3p","",""
"ARID4B","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"ATXN3","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"BPTF","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"C1GALT1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"CALM1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"CDH11","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"CDK14","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"CECR2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"INHBA","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"LYSMD3","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"MAP3K9","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"MARCH3","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"NFATC2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"NFE2L1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"PCDHA1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA10","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA11","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA12","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA13","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA3","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA4","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA5","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA6","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA7","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA8","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHA9","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHAC1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PCDHAC2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PDE7B","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PEX5L","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PFN2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PGM2L1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"POU4F1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"PTPRJ","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-155-5p","",""
"RAD23B","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"RNF165","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"RPRD2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"SAR1B","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"SERBP1","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"SHC3","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"SOBP","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"SOX12","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"TGFB2","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-148a-3p","",""
"ZBTB4","0.30486307082386","0.358653047194353","0.340909090909091","1","hsa-miR-19b-3p","",""
"AMMECR1","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"ATAD2B","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-155-5p","",""
"BDNF","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-155-5p","",""
"C6orf62","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"CLCN3","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"CPEB1","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"EFNA5","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"GALNT1","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"GATSL2","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"GPBP1","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"HGF","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"HRK","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"HS2ST1","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"IPMK","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"MTF2","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"NR2F2","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-155-5p","",""
"PPP1CB","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"RP1-170O19.20","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"RP11-766F14.2","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"SAP30L","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-155-5p","",""
"SEPT7","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"SLITRK3","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"SORL1","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"STK35","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"TMEM106B","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-19b-3p","",""
"TTBK2","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"UNC5D","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-148a-3p","",""
"ZDHHC20","0.315557485118878","0.365870830269411","0.354545454545455","1","hsa-miR-155-5p","",""
"BEND3","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"BMP2K","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"CASD1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"CEP41","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"CHD1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-148a-3p","",""
"CHD2","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"EBF3","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"EXOC5","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"LPGAT1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"MAFG","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-148a-3p","",""
"MSH6","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"PDS5A","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"PHACTR4","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"PIK3R1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"ROBO1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-148a-3p","",""
"SEMA6D","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"TCF7L2","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"TMED7","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-148a-3p","",""
"VAPA","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"VEZF1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-155-5p","",""
"VKORC1L1","0.326141647720132","0.374088964995986","0.368181818181818","1","hsa-miR-19b-3p","",""
"ANTXR2","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-155-5p","",""
"ARID5B","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"BHLHE41","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-148a-3p","",""
"DNAL1","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"EN2","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-155-5p","",""
"FBXO30","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-155-5p","",""
"HIPK1","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"KLF13","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"KLHL28","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"KLHL3","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"MBNL2","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"PARP8","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"PCDH10","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
"PLXNA4","0.336616129879923","0.380854201329399","0.381818181818182","1","hsa-miR-19b-3p","",""
